"id","temp","bar","hum","sol","w.d","w.s","dt"
"21626",25.43,986.03,49.6128,2.12125,230.02518,1.81333,"2008-05-31 17:40"
"21627",25.1,985.99,50.432,2.685,227.14748,2.26667,"2008-05-31 17:50"
"21628",24.85,985.99,51.5584,6.22,218.85971,2.09333,"2008-05-31 18:00"
"21629",24.78,986.03,51.6096,5.06,244.41367,1.78667,"2008-05-31 18:10"
"21630",24.68,986.06,51.3536,3.2925,234.39928,1.74667,"2008-05-31 18:20"
"21631",24.56,986.16,50.3808,3.25875,207.0036,1.54667,"2008-05-31 18:30"
"21632",24.42,986.16,50.3296,3.88875,219.43525,1.65333,"2008-05-31 18:40"
"21633",24.32,986.23,50.3808,3.89,234.05396,1.33333,"2008-05-31 18:50"
"21634",24.29,986.13,50.432,2.71125,243.95324,1.50667,"2008-05-31 19:00"
"21635",24.32,986.1,50.7904,2.13875,195.60791,1.2,"2008-05-31 19:10"
"21636",24.18,986.23,51.5584,2.17625,173.39209,1.09333,"2008-05-31 19:20"
"21637",24.05,986.23,51.8144,2.15625,110.77338,0.4,"2008-05-31 19:30"
"21638",23.77,986.39,52.5824,2.215,178.22662,0.70667,"2008-05-31 19:40"
"21639",23.44,986.36,53.76,2.19375,101.67986,0.96,"2008-05-31 19:50"
"21640",23,986.26,55.8592,2.1675,107.66547,1.22667,"2008-05-31 20:00"
"21641",22.69,986.13,57.1392,2.17125,80.61511,1.66667,"2008-05-31 20:10"
"21642",22.4,986.33,58.112,2.1475,77.39209,0.45333,"2008-05-31 20:20"
"21643",22.32,986.39,58.5728,2.15375,55.43525,0.94667,"2008-05-31 20:30"
"21644",22.26,986.39,58.7264,2.17,119.17626,1.45333,"2008-05-31 20:40"
"21645",22.35,986.46,57.7536,2.175,110.31295,1.45333,"2008-05-31 20:50"
"21646",22.34,986.43,57.2928,2.20125,89.13309,1.13333,"2008-05-31 21:00"
"21647",22,986.5,58.368,2.25875,80.15468,0.56,"2008-05-31 21:10"
"21648",21.7,986.36,59.392,2.18625,107.32014,1.34667,"2008-05-31 21:20"
"21649",21.52,986.46,59.8016,2.20625,128.96043,1.2,"2008-05-31 21:30"
"21650",21.64,986.53,59.0336,2.1775,86.02518,1.22667,"2008-05-31 21:40"
"21651",21.84,986.56,58.112,2.19125,89.01799,1.14667,"2008-05-31 21:50"
"21652",21.69,986.56,58.4704,2.21375,134.83094,1.58667,"2008-05-31 22:00"
"21653",21.12,986.56,59.9552,2.18,131.3777,1.72,"2008-05-31 22:10"
"21654",21.06,986.49,59.136,2.18625,118.2554,1.56,"2008-05-31 22:20"
"21655",20.87,986.46,59.0848,2.20875,93.50719,1.08,"2008-05-31 22:30"
"21656",20.7,986.36,59.136,2.2,112.38489,0.68,"2008-05-31 22:40"
"21657",20.56,986.39,59.648,2.23375,129.42086,1.56,"2008-05-31 22:50"
"21658",20.04,986.39,61.2864,2.21125,134.02518,1.72,"2008-05-31 23:00"
"21659",20.08,986.43,61.1328,2.22125,115.26259,1.28,"2008-05-31 23:10"
"21660",19.62,986.43,62.3616,2.2025,115.72302,1.53333,"2008-05-31 23:20"
"21661",19.85,986.29,60.7744,2.23125,128.96043,1.65333,"2008-05-31 23:30"
"21662",20.07,986.16,59.2384,2.22375,111.92446,1.18667,"2008-05-31 23:40"
"21663",19.43,986.06,60.5696,2.2325,121.13309,1.4,"2008-05-31 23:50"
"21664",19.97,986.03,57.1392,2.2275,132.8741,1.38667,"2008-06-01 00:00"
"21665",20.35,985.96,54.016,2.2525,142.77338,1.70667,"2008-06-01 00:10"
"21666",20.75,985.93,52.4288,2.23875,123.66547,1.22667,"2008-06-01 00:20"
"21667",20.64,985.76,53.4016,2.245,126.19784,1.58667,"2008-06-01 00:30"
"21668",20,985.63,55.7568,2.2375,154.97482,2.21333,"2008-06-01 00:40"
"21669",19.9,985.6,56.1152,2.19875,116.18345,1.74667,"2008-06-01 00:50"
"21670",20.1,985.57,55.296,2.2125,115.14748,1.62667,"2008-06-01 01:00"
"21671",20.3,985.63,55.296,2.23625,133.91007,1.2,"2008-06-01 01:10"
"21672",20.12,985.73,56.0128,2.2425,126.31295,1.06667,"2008-06-01 01:20"
"21673",20.17,985.69,56.064,2.21,149.91007,1.98667,"2008-06-01 01:30"
"21674",20.41,985.53,56.064,2.2175,126.77338,1.53333,"2008-06-01 01:40"
"21675",20.15,985.4,57.5488,2.23,29.0036,1.21333,"2008-06-01 01:50"
"21676",19.69,985.33,57.4976,2.2425,64.5,0.54667,"2008-06-01 02:00"
"21677",19.54,985.33,56.9856,2.24875,155.89568,0.4,"2008-06-01 02:10"
"21678",19.78,985.37,54.5792,2.2325,87.06115,0.77333,"2008-06-01 02:20"
"21679",19.8,985.43,54.8352,2.2075,68.06834,0.76,"2008-06-01 02:30"
"21680",20.08,985.53,54.272,2.275,327.06115,0.98667,"2008-06-01 02:40"
"21681",20.18,985.5,56.32,2.23125,57.44964,0.93333,"2008-06-01 02:50"
"21682",20.41,985.46,54.6816,2.22875,97.9964,1.04,"2008-06-01 03:00"
"21683",20.35,985.33,52.4288,2.2175,98.34173,1.25333,"2008-06-01 03:10"
"21684",20.29,985.4,51.8656,2.23,116.75899,0.86667,"2008-06-01 03:20"
"21685",20.6,985.23,50.6368,2.185,114.34173,1.96,"2008-06-01 03:30"
"21686",20.58,985.13,50.4832,2.24625,123.55036,1.92,"2008-06-01 03:40"
"21687",19.87,985.1,52.1216,2.25125,127.0036,2.12,"2008-06-01 03:50"
"21688",19.67,985.2,52.48,2.23875,119.7518,1.22667,"2008-06-01 04:00"
"21689",20.21,985.06,49.2032,2.22875,131.83813,1.72,"2008-06-01 04:10"
"21690",20.41,985.03,48.6912,2.25,105.82374,1.45333,"2008-06-01 04:20"
"21691",20.13,985.13,49.6128,2.275,308.18345,0.76,"2008-06-01 04:30"
"21692",19.53,985.36,51.0976,2.22875,150.71583,1.14667,"2008-06-01 04:40"
"21693",19.58,985.36,50.7904,3.40125,145.42086,1.52,"2008-06-01 04:50"
"21694",19.91,985.2,50.1248,5.8,264.90288,0.93333,"2008-06-01 05:00"
"21695",19.67,985.33,52.2752,13.35,137.47842,1,"2008-06-01 05:10"
"21696",19.87,985.53,53.6064,25.13,157.04676,1.64,"2008-06-01 05:20"
"21697",20.01,985.66,55.04,45.2,135.52158,2.02667,"2008-06-01 05:30"
"21698",20.02,985.76,55.9104,69.84,139.55036,0.68,"2008-06-01 05:40"
"21699",19.83,985.83,57.2928,101.12,115.83813,1.48,"2008-06-01 05:50"
"21700",20.4,985.83,56.7296,130.88,121.82374,1.38667,"2008-06-01 06:00"
"21701",20.72,985.76,56.9344,156.48,79.92446,0.77333,"2008-06-01 06:10"
"21702",21.37,985.66,55.3984,180.88,41.9964,1.22667,"2008-06-01 06:20"
"21703",21.76,985.73,55.1936,99.2,148.06834,0.42667,"2008-06-01 06:30"
"21704",22.17,985.86,54.1696,2.13375,200.44245,0.4,"2008-06-01 06:40"
"21705",22.73,985.83,51.8656,120.56,200.44245,0.4,"2008-06-01 06:50"
"21706",23.17,985.83,50.5344,125.52,202.85971,0.4,"2008-06-01 07:00"
"21707",23.79,985.86,48.896,235.92,308.18345,0.45333,"2008-06-01 07:10"
"21708",23.96,985.93,48.9984,121.2,283.43525,0.78667,"2008-06-01 07:20"
"21709",24.3,985.73,47.7696,125.6,25.79496,0.65333,"2008-06-01 07:30"
"21710",24.78,985.77,47.0016,3.01375,369.8813,1.06667,"2008-06-01 07:40"
"21711",24.59,985.77,47.872,131.52,264.67266,1.36,"2008-06-01 07:50"
"21712",24.63,985.9,48.0256,264.8,292.52878,1.56,"2008-06-01 08:00"
"21713",24.85,985.93,47.0528,268.16,249.01799,1.54667,"2008-06-01 08:10"
"21714",25.22,985.93,46.6432,277.52,221.96763,1.25333,"2008-06-01 08:20"
"21715",25.14,985.93,49.1008,2.895,219.32014,2.05333,"2008-06-01 08:30"
"21716",24.95,985.77,49.4592,3.5975,282.85971,1.73333,"2008-06-01 08:40"
"21717",25.19,985.77,48.6912,290.56,289.65108,1.09333,"2008-06-01 08:50"
"21718",25.53,985.63,48.3328,151.92,272.96043,1.64,"2008-06-01 09:00"
"21719",25.7,985.7,47.5136,314.32,122.28417,1.58667,"2008-06-01 09:10"
"21720",25.99,985.77,48.0768,12.57,219.55036,2.24,"2008-06-01 09:20"
"21721",26.23,985.77,47.2064,214.56,201.70863,1.86667,"2008-06-01 09:30"
"21722",26.15,985.73,47.5648,181.76,194.68705,2.48,"2008-06-01 09:40"
"21723",26.17,985.73,48.5376,4.01125,224.73022,2.97333,"2008-06-01 09:50"
"21724",26.23,985.77,47.6672,12.9,192.5,2.93333,"2008-06-01 10:00"
"21725",25.94,985.93,49.0496,2.945,189.6223,3.66667,"2008-06-01 10:10"
"21726",26.15,985.96,48.64,222.72,226.22662,3.16,"2008-06-01 10:20"
"21727",26.05,985.93,49.1008,103.2,227.3777,3.01333,"2008-06-01 10:30"
"21728",26.48,985.9,48.0256,27.55,219.78058,2.6,"2008-06-01 10:40"
"21729",26.41,985.8,48.3328,279.68,202.51439,2.68,"2008-06-01 10:50"
"21730",26.99,985.9,47.0016,508.8,258.80216,2.96,"2008-06-01 11:00"
"21731",27.42,985.83,44.8,499.84,224.84532,2.24,"2008-06-01 11:10"
"21732",27.59,985.73,43.2128,528,209.19065,1.98667,"2008-06-01 11:20"
"21733",27.74,985.7,43.4176,537.6,208.96043,2.82667,"2008-06-01 11:30"
"21734",27.65,985.7,45.312,558.72,197.33453,3.46667,"2008-06-01 11:40"
"21735",28.06,985.66,43.8784,568.32,206.54316,2.28,"2008-06-01 11:50"
"21736",28.46,985.53,41.7792,609.92,283.89568,2.24,"2008-06-01 12:00"
"21737",28.5,985.46,41.9328,577.92,235.32014,2.48,"2008-06-01 12:10"
"21738",28.81,985.43,42.5472,620.16,217.47842,2.38667,"2008-06-01 12:20"
"21739",28.77,985.33,42.752,589.44,204.47122,1.97333,"2008-06-01 12:30"
"21740",28.96,985.16,43.5712,578.56,222.77338,2.81333,"2008-06-01 12:40"
"21741",29.16,985.1,42.4448,616.32,259.26259,3.2,"2008-06-01 12:50"
"21742",29.18,985.06,43.008,672.64,185.82374,3.84,"2008-06-01 13:00"
"21743",29.11,985.1,43.52,638.08,177.19065,3.21333,"2008-06-01 13:10"
"21744",28.61,985.03,44.5952,629.76,231.17626,2.61333,"2008-06-01 13:20"
"21745",29.01,985,43.9296,584.96,246.94604,2.24,"2008-06-01 13:30"
"21746",29,984.83,43.4176,552.96,193.30576,2.28,"2008-06-01 13:40"
"21747",29.45,984.63,42.9568,540.16,287.46403,1.8,"2008-06-01 13:50"
"21748",29.4,984.6,42.4448,566.4,209.76619,2.8,"2008-06-01 14:00"
"21749",29.53,984.56,41.472,550.4,45.65108,1.96,"2008-06-01 14:10"
"21750",29.89,984.43,41.1648,493.44,158.65827,2.48,"2008-06-01 14:20"
"21751",29.77,984.37,41.2672,508.8,262.71583,2.25333,"2008-06-01 14:30"
"21752",29.7,984.23,41.7792,530.56,59.13309,2.30667,"2008-06-01 14:40"
"21753",29.59,984.06,42.3424,527.36,104.67266,3.54667,"2008-06-01 14:50"
"21754",29.2,984.07,42.752,602.24,271.57914,2.77333,"2008-06-01 15:00"
"21755",28.87,984.17,43.6224,637.44,82.34173,2.25333,"2008-06-01 15:10"
"21756",28.82,984.06,44.032,2.805,40.96043,3.08,"2008-06-01 15:20"
"21757",29.42,983.93,42.3936,239.84,57.23381,2.72,"2008-06-01 15:30"
"21758",29.52,983.86,42.496,2.7625,42.70144,2.81333,"2008-06-01 15:40"
"21759",29.63,983.8,42.752,2.9375,320.03957,2.81333,"2008-06-01 15:50"
"21760",29.33,983.8,44.8512,2.98625,250.39928,2.93333,"2008-06-01 16:00"
"21761",29.31,984,43.6224,3.025,304.15468,2.52,"2008-06-01 16:10"
"21762",29.18,983.8,43.0592,148.16,61.04676,2.22667,"2008-06-01 16:20"
"21763",28.81,983.73,43.7248,146,46.45683,2.64,"2008-06-01 16:30"
"21764",28.93,983.67,43.1104,2.4625,21.42086,3.46667,"2008-06-01 16:40"
"21765",28.45,983.63,43.7248,3.195,55.01799,3.70667,"2008-06-01 16:50"
"21766",28.25,983.6,44.3392,2.7675,294.71583,3.14667,"2008-06-01 17:00"
"21767",28.47,983.57,43.9808,3.01125,23.98201,3.33333,"2008-06-01 17:10"
"21768",28.23,983.5,44.2368,121.28,55.93885,3.06667,"2008-06-01 17:20"
"21769",28.17,983.47,43.5712,2.98375,47.69425,3.17333,"2008-06-01 17:30"
"21770",28.04,983.47,43.8784,3.04875,54.55755,2.58667,"2008-06-01 17:40"
"21771",27.82,983.53,44.1344,3.06875,72.90288,3,"2008-06-01 17:50"
"21772",27.78,983.63,43.3152,2.81375,54.85971,2.14667,"2008-06-01 18:00"
"21773",27.71,983.63,48.4864,96.96,198.48561,2.05333,"2008-06-01 18:10"
"21774",26.93,983.8,57.9072,3.1725,269.16187,2.13333,"2008-06-01 18:20"
"21775",26.4,983.96,60.16,2.6625,248.21223,2.29333,"2008-06-01 18:30"
"21776",26.02,984.06,59.8528,2.645,260.75899,1.84,"2008-06-01 18:40"
"21777",25.98,984.17,60.0576,2.65,255.92446,1.54667,"2008-06-01 18:50"
"21778",25.59,984.4,59.392,2.69125,259.95324,1.68,"2008-06-01 19:00"
"21779",25.14,984.5,59.6992,3.28375,267.20504,1.64,"2008-06-01 19:10"
"21780",24.9,984.57,59.904,3.28875,256.61511,1.22667,"2008-06-01 19:20"
"21781",24.63,984.66,61.1328,3.3425,256.73022,1.21333,"2008-06-01 19:30"
"21782",24.37,984.77,62.6176,2.77375,287.69425,0.98667,"2008-06-01 19:40"
"21783",24.06,984.83,64.2048,6.34,247.52158,0.84,"2008-06-01 19:50"
"21784",23.75,984.9,65.6896,3.39625,329.82374,0.90667,"2008-06-01 20:00"
"21785",23.44,984.97,66.56,2.14125,338.57194,0.6,"2008-06-01 20:10"
"21786",23.14,985.06,67.4304,2.24125,150.48561,0.4,"2008-06-01 20:20"
"21787",22.97,985.13,68.096,2.1825,89.59352,0.4,"2008-06-01 20:30"
"21788",22.58,985.26,68.4032,2.2,90.39928,0.88,"2008-06-01 20:40"
"21789",22.27,985.33,69.12,2.2225,96.15468,1.37333,"2008-06-01 20:50"
"21790",22.14,985.6,69.3248,2.2325,93.04676,1.01333,"2008-06-01 21:00"
"21791",22.06,985.73,69.0176,2.22375,91.66547,1.24,"2008-06-01 21:10"
"21792",21.97,985.93,69.632,2.20375,112.38489,1.22667,"2008-06-01 21:20"
"21793",21.82,985.96,70.7072,2.22875,90.85971,1.37333,"2008-06-01 21:30"
"21794",21.94,986.06,69.9392,2.195,120.44245,1.58667,"2008-06-01 21:40"
"21795",21.79,986.16,69.2736,2.2075,211.72302,0.88,"2008-06-01 21:50"
"21796",21.72,986.23,70.0416,2.17125,81.19065,0.82667,"2008-06-01 22:00"
"21797",21.72,986.3,68.9152,2.20625,81.76619,2,"2008-06-01 22:10"
"21798",21.6,986.26,67.9936,2.18,44.90288,1.64,"2008-06-01 22:20"
"21799",21.87,986.33,65.792,2.195,42.85971,1.65333,"2008-06-01 22:30"
"21800",22.15,986.3,64,2.15875,41.0036,1.84,"2008-06-01 22:40"
"21801",22.15,986.36,63.232,2.195,16.24101,1.28,"2008-06-01 22:50"
"21802",21.96,986.26,62.976,2.185,37.42086,0.90667,"2008-06-01 23:00"
"21803",21.78,986.26,62.9248,2.21875,37.47842,0.4,"2008-06-01 23:10"
"21804",21.84,986.13,62.464,2.15625,64.61511,0.78667,"2008-06-01 23:20"
"21805",21.78,985.99,61.1328,2.19,54.26978,0.92,"2008-06-01 23:30"
"21806",21.96,985.96,60.672,2.165,36.88849,0.68,"2008-06-01 23:40"
"21807",22.02,985.99,60.672,2.2325,36.38489,0.6,"2008-06-01 23:50"
"21808",21.6,986.16,61.3888,2.21125,137.36331,0.70667,"2008-06-02 00:00"
"21809",21.32,986.19,62.4128,2.22,128.73022,1.92,"2008-06-02 00:10"
"21810",21.58,986.16,63.5904,2.1975,125.6223,2.44,"2008-06-02 00:20"
"21811",21.73,986.1,64.2048,2.20875,92.35612,1.70667,"2008-06-02 00:30"
"21812",21.7,986.1,63.6928,2.1925,113.19065,1.6,"2008-06-02 00:40"
"21813",21.75,986.03,63.9488,2.1725,94.19784,1,"2008-06-02 00:50"
"21814",21.29,985.96,63.8464,2.19375,115.49281,1.24,"2008-06-02 01:00"
"21815",20.88,985.99,65.6384,2.19625,105.47842,1.41333,"2008-06-02 01:10"
"21816",21.46,985.96,64.768,2.19375,73.36331,0.89333,"2008-06-02 01:20"
"21817",21.64,985.96,64.4096,2.205,76.93166,0.8,"2008-06-02 01:30"
"21818",21.32,986.09,65.536,2.225,97.65108,1.44,"2008-06-02 01:40"
"21819",20.75,986.06,68.7104,2.1975,114.68705,1.90667,"2008-06-02 01:50"
"21820",20.79,985.99,69.4272,2.22875,111.23381,1.74667,"2008-06-02 02:00"
"21821",20.63,985.93,69.5808,2.22625,115.26259,1.36,"2008-06-02 02:10"
"21822",19.86,985.96,71.3728,2.23875,152.32734,1.78667,"2008-06-02 02:20"
"21823",19.88,986.1,72.3968,2.245,107.43525,1.42667,"2008-06-02 02:30"
"21824",20.48,986.13,70.2976,2.21125,99.26259,1.38667,"2008-06-02 02:40"
"21825",20.32,986.19,70.9632,2.21375,113.88129,1.17333,"2008-06-02 02:50"
"21826",20.29,986.1,71.0144,2.2175,103.63669,1.56,"2008-06-02 03:00"
"21827",20.37,986.03,70.8096,2.2075,97.76619,1.56,"2008-06-02 03:10"
"21828",20.57,985.96,69.5296,2.1975,90.05396,1.94667,"2008-06-02 03:20"
"21829",20.64,985.9,68.3008,2.2125,94.19784,1.38667,"2008-06-02 03:30"
"21830",20.26,985.86,68.6592,2.18625,118.3705,1.49333,"2008-06-02 03:40"
"21831",20.66,985.76,66.6112,2.2225,91.20504,1.69333,"2008-06-02 03:50"
"21832",20.69,985.76,65.8432,2.16625,68.29856,1.68,"2008-06-02 04:00"
"21833",20.61,985.83,66.4064,2.1775,58.96043,1.50667,"2008-06-02 04:10"
"21834",20.96,985.73,65.024,2.2275,81.07554,0.72,"2008-06-02 04:20"
"21835",20.57,985.83,66.3552,2.19125,65.76619,0.48,"2008-06-02 04:30"
"21836",20.91,985.9,65.024,2.1825,167.52158,1.05333,"2008-06-02 04:40"
"21837",20.58,985.99,65.9456,2.21375,122.05396,0.56,"2008-06-02 04:50"
"21838",20.72,986.16,64.0512,2.1925,79.34892,1.33333,"2008-06-02 05:00"
"21839",20.66,986.16,63.1808,2.21,52.80216,0.88,"2008-06-02 05:10"
"21840",20.32,986.19,63.9488,2.255,95.0036,0.61333,"2008-06-02 05:20"
"21841",20.82,986.16,61.696,2.2125,69.67986,1.38667,"2008-06-02 05:30"
"21842",21.32,986.26,61.44,2.76625,38.28417,1.61333,"2008-06-02 05:40"
"21843",21.33,986.3,62.4128,2.165,25.07554,0.89333,"2008-06-02 05:50"
"21844",21.36,986.3,63.0784,2.11125,351.23381,0.69333,"2008-06-02 06:00"
"21845",21.78,986.39,62.72,2.16,328.32734,0.78667,"2008-06-02 06:10"
"21846",22.13,986.53,62.8736,198.16,333.39209,1.18667,"2008-06-02 06:20"
"21847",22.41,986.56,63.3856,220.72,354.91727,1.48,"2008-06-02 06:30"
"21848",22.78,986.5,62.208,237.92,21.07554,2.05333,"2008-06-02 06:40"
"21849",23.56,986.5,56.4224,256.96,9,2.97333,"2008-06-02 06:50"
"21850",24.09,986.56,54.528,273.36,10.06835,3.62667,"2008-06-02 07:00"
"21851",24.44,986.59,52.7872,1.95125,24.01079,3.36,"2008-06-02 07:10"
"21852",24.78,986.56,51.968,145.84,15.63669,2.97333,"2008-06-02 07:20"
"21853",25.06,986.59,51.2,293.92,344.21223,2.92,"2008-06-02 07:30"
"21854",25.14,986.5,50.5344,315.2,330.51439,3.16,"2008-06-02 07:40"
"21855",25.45,986.56,49.6128,22.96,22.93165,3.4,"2008-06-02 07:50"
"21856",25.68,986.53,49.3056,3.095,330.16906,3.56,"2008-06-02 08:00"
"21857",25.54,986.7,50.5344,102.96,352.61511,2.74667,"2008-06-02 08:10"
"21858",25.74,986.79,50.0736,2.5675,5.67266,3.73333,"2008-06-02 08:20"
"21859",25.92,986.83,50.432,2.5375,37.14748,3.98667,"2008-06-02 08:30"
"21860",25.95,986.93,50.7904,3.02375,349.6223,3.62667,"2008-06-02 08:40"
"21861",26.07,986.99,50.688,290.08,329.47842,3.88,"2008-06-02 08:50"
"21862",25.92,987.03,50.944,3.1425,356.8741,4.44,"2008-06-02 09:00"
"21863",26.11,987.16,50.688,2.97375,33.13309,3.42667,"2008-06-02 09:10"
"21864",25.96,987.16,50.1248,3.03375,18.7446,4.50667,"2008-06-02 09:20"
"21865",25.92,987.06,50.7904,294.56,11.80935,4.62667,"2008-06-02 09:30"
"21866",26.25,987.16,49.9712,3.1725,350.54316,3.98667,"2008-06-02 09:40"
"21867",26.44,987.29,49.5616,2.9875,6.91187,4.18667,"2008-06-02 09:50"
"21868",26.03,987.33,48.1792,3.02375,17.95324,4.92,"2008-06-02 10:00"
"21869",26.36,987.43,47.9232,3.0125,353.42086,4.74667,"2008-06-02 10:10"
"21870",26.36,987.43,47.36,2.9975,14.19784,5.85333,"2008-06-02 10:20"
"21871",26.4,987.46,46.592,2.94625,9.43525,5.14667,"2008-06-02 10:30"
"21872",26.75,987.46,46.1824,292.64,8.76259,5.64,"2008-06-02 10:40"
"21873",26.87,987.53,45.5168,3.0525,19.8813,5.34667,"2008-06-02 10:50"
"21874",26.93,987.59,45.1584,2.96125,346.85971,5.73333,"2008-06-02 11:00"
"21875",26.85,987.63,45.4144,2.9075,354.91727,4.96,"2008-06-02 11:10"
"21876",26.96,987.66,45.312,2.93,17.7518,5.16,"2008-06-02 11:20"
"21877",27.04,987.66,45.1584,546.56,11.57914,4.81333,"2008-06-02 11:30"
"21878",27.06,987.66,45.6704,663.04,11.53597,4.68,"2008-06-02 11:40"
"21879",27.46,987.66,44.5952,422.4,335.1187,4.57333,"2008-06-02 11:50"
"21880",27.2,987.76,44.3904,799.36,335.34892,4.48,"2008-06-02 12:00"
"21881",27.12,987.79,44.4416,2.6775,10.18345,3.66667,"2008-06-02 12:10"
"21882",27.31,987.79,43.8272,372.48,4.07734,4.37333,"2008-06-02 12:20"
"21883",26.58,987.83,45.5168,3.0275,7.36511,4.58667,"2008-06-02 12:30"
"21884",26.72,987.79,45.9264,3.25875,16.41367,4.16,"2008-06-02 12:40"
"21885",27.16,987.69,45.6704,3.0125,15.0036,4.70667,"2008-06-02 12:50"
"21886",27.51,987.6,45.6704,286.16,19.59352,4.88,"2008-06-02 13:00"
"21887",27.08,987.49,43.6224,2.99875,342.83094,4.14667,"2008-06-02 13:10"
"21888",27.57,987.36,42.1376,2.90875,354.22662,4.48,"2008-06-02 13:20"
"21889",27.07,987.36,42.3424,3.03,345.70863,5.97333,"2008-06-02 13:30"
"21890",27.47,987.33,40.9088,343.68,9.85252,4.58667,"2008-06-02 13:40"
"21891",27.59,987.33,39.7824,2.95,16.47122,5.13333,"2008-06-02 13:50"
"21892",27.82,987.3,39.5776,146.96,55.3777,5.14667,"2008-06-02 14:00"
"21893",27.71,987.33,39.6288,2.78625,338.22662,4.77333,"2008-06-02 14:10"
"21894",27.82,987.26,38.7584,42.4,317.27698,4.58667,"2008-06-02 14:20"
"21895",27.37,987.23,38.8096,2.965,351.69425,5.81333,"2008-06-02 14:30"
"21896",27.88,987.09,37.8368,2.99125,336.5,5.22667,"2008-06-02 14:40"
"21897",27.6,987.06,38.0928,2.935,31.73741,4.81333,"2008-06-02 14:50"
"21898",27.84,987.16,39.7312,2.925,34.01079,4.30667,"2008-06-02 15:00"
"21899",27.66,987.09,42.3424,2.42375,23.57914,4.28,"2008-06-02 15:10"
"21900",27.82,986.83,40.704,2.89875,14.38489,4.94667,"2008-06-02 15:20"
"21901",27.75,986.66,38.9632,2.96875,12.91727,4.84,"2008-06-02 15:30"
"21902",27.49,986.46,39.5776,2.93625,9.44964,4.64,"2008-06-02 15:40"
"21903",27.31,986.43,39.7824,3.0125,6.71223,4.90667,"2008-06-02 15:50"
"21904",27.18,986.53,40.448,3.05375,38.57194,5.01333,"2008-06-02 16:00"
"21905",26.98,986.76,41.1136,3.0025,18.73022,4.82667,"2008-06-02 16:10"
"21906",26.71,986.83,40.0384,3.095,8.85971,4.36,"2008-06-02 16:20"
"21907",26.36,987.1,40.5504,2.515,15.65108,3.89333,"2008-06-02 16:30"
"21908",26.64,987.09,39.68,3.0375,14.39928,2.86667,"2008-06-02 16:40"
"21909",26.19,986.86,40.192,3.0575,21.44964,4.38667,"2008-06-02 16:50"
"21910",25.98,986.93,40.3968,1.98625,3.01978,4.05333,"2008-06-02 17:00"
"21911",25.78,987.06,40.2432,2.56625,19.27698,3.78667,"2008-06-02 17:10"
"21912",25.7,987.23,41.8816,2.62625,40.42806,2.8,"2008-06-02 17:20"
"21913",25.62,987.19,41.216,2.05625,17.20504,3.21333,"2008-06-02 17:30"
"21914",25.53,987.23,40.8576,2.5925,17.59352,2.78667,"2008-06-02 17:40"
"21915",25.33,987.3,41.9328,2.04875,49.47842,3.16,"2008-06-02 17:50"
"21916",25.06,987.5,44.288,2.04875,53.44964,2.22667,"2008-06-02 18:00"
"21917",24.73,987.56,44.4928,2.05375,24.02518,2.68,"2008-06-02 18:10"
"21918",24.59,987.63,45.056,2.03375,15.78058,3.46667,"2008-06-02 18:20"
"21919",24.5,987.46,44.1344,2.1075,36.91727,3.32,"2008-06-02 18:30"
"21920",24.42,987.46,44.4928,2.08375,3.26799,3.56,"2008-06-02 18:40"
"21921",24.26,987.5,45.1584,2.09375,32.45683,3.65333,"2008-06-02 18:50"
"21922",24.14,987.56,45.1072,2.08125,32.08273,3.09333,"2008-06-02 19:00"
"21923",24.06,987.76,44.4928,2.11,15.83813,3.86667,"2008-06-02 19:10"
"21924",23.92,987.76,44.5952,2.13,37.57914,3.82667,"2008-06-02 19:20"
"21925",23.77,987.69,45.1072,2.11125,22.90288,3.22667,"2008-06-02 19:30"
"21926",23.6,987.73,44.8512,2.115,15.85252,3.96,"2008-06-02 19:40"
"21927",23.32,987.76,45.5168,2.125,34.09712,4.05333,"2008-06-02 19:50"
"21928",23.13,987.92,43.52,2.71625,21.76619,4.36,"2008-06-02 20:00"
"21929",23.15,987.99,42.3936,2.15,46.67266,4.14667,"2008-06-02 20:10"
"21930",23.15,988.12,41.5232,2.14,17.53597,3.85333,"2008-06-02 20:20"
"21931",23.01,988.09,41.6768,2.16125,13.10432,4,"2008-06-02 20:30"
"21932",22.96,988.33,41.9328,2.12,3.21942,4.49333,"2008-06-02 20:40"
"21933",22.86,988.26,41.5232,2.16625,58.47122,4.09333,"2008-06-02 20:50"
"21934",22.79,988.32,41.0624,2.15125,23.89568,3.61333,"2008-06-02 21:00"
"21935",22.79,988.26,40.6016,2.14,30.85971,4.12,"2008-06-02 21:10"
"21936",22.73,988.36,40.6528,2.165,23.1187,3.64,"2008-06-02 21:20"
"21937",22.55,988.36,40.96,2.155,4.05396,4.38667,"2008-06-02 21:30"
"21938",22.54,988.36,41.1136,2.14375,33.10432,4.68,"2008-06-02 21:40"
"21939",22.38,988.46,41.9328,2.15125,42.96043,3.88,"2008-06-02 21:50"
"21940",22.24,988.46,42.752,2.13625,28.78777,4.57333,"2008-06-02 22:00"
"21941",22,988.46,44.2368,2.18875,22.16906,3.84,"2008-06-02 22:10"
"21942",21.94,988.42,44.544,2.12625,37.83813,4.36,"2008-06-02 22:20"
"21943",21.97,988.26,44.9024,2.19875,75.43525,4.70667,"2008-06-02 22:30"
